-0.05	0.55074
-0.0495	0.55074
-0.0481	0.55085
-0.047	0.55094
-0.046	0.55106
-0.0449	0.55115
-0.0437	0.55123
-0.0427	0.55129
-0.0417	0.55122
-0.0406	0.55103
-0.0394	0.55097
-0.0384	0.55101
-0.0373	0.55108
-0.0362	0.55109
-0.0351	0.55097
-0.0341	0.55079
-0.0329	0.55066
-0.0318	0.55065
-0.0308	0.55065
-0.0297	0.55065
-0.0285	0.55058
-0.0276	0.55055
-0.0265	0.55053
-0.0253	0.55055
-0.0243	0.5505
-0.0233	0.55051
-0.0222	0.55053
-0.021	0.55035
-0.02	0.55022
-0.0189	0.55033
-0.0178	0.55044
-0.0167	0.55051
-0.0157	0.55057
-0.0145	0.55042
-0.0135	0.55026
-0.0124	0.55025
-0.0113	0.55028
-0.0102	0.55037
-0.0092	0.55035
-0.0081	0.55034
-0.007	0.55032
-0.0059	0.55036
-0.0049	0.5504
-0.0037	0.55041
-0.0026	0.55046
-0.0016	0.5504
-0.0005	0.55019
0.0006	0.55017
0.0016	0.55026
0.0027	0.55038
0.0039	0.55047
0.005	0.55036
0.006	0.55031
0.0071	0.55027
0.0083	0.55031
0.0093	0.5504
0.0103	0.55045
0.0115	0.55048
0.0125	0.55053
0.0135	0.55053
0.0147	0.55063
0.0158	0.55064
0.0168	0.55072
0.0179	0.5508
0.0191	0.55068
0.0201	0.55061
0.0212	0.55073
0.0223	0.55088
0.0233	0.55097
0.0244	0.55105
0.0255	0.55091
0.0266	0.5508
0.0276	0.55082
0.0288	0.55089
0.0299	0.55103
0.0309	0.55102
0.032	0.55104
0.0331	0.55105
0.0342	0.55111
0.0352	0.55116
0.0363	0.55122
0.0374	0.55126
0.0385	0.5512
0.0395	0.55109
0.0407	0.55104
0.0417	0.55116
0.0428	0.55122
0.0439	0.55126
0.0449	0.55111
0.046	0.55093
0.0472	0.55077
0.0482	0.55074
0.0493	0.55072
0.0504	0.5507
0.0515	0.55064
0.0525	0.5506
0.0537	0.55059
0.0548	0.55062
0.0558	0.5506
0.0568	0.55058
0.058	0.55055
0.0591	0.55036
0.0601	0.55019
0.0612	0.55025
0.0624	0.55029
0.0634	0.5503
0.0644	0.55027
0.0656	0.55011
0.0667	0.54993
0.0677	0.54991
0.0688	0.54994
0.0699	0.55008
0.0709	0.55011
0.0721	0.55013
0.0731	0.55015
0.0742	0.55023
0.0753	0.55034
0.0764	0.5504
0.0775	0.55047
0.0785	0.55044
0.0796	0.55032
0.0807	0.55033
0.0817	0.55043
0.0829	0.55054
0.0839	0.55061
0.085	0.55055
0.0861	0.55046
0.0872	0.55035
0.0883	0.55043
0.0893	0.55048
0.0904	0.55058
0.0915	0.55062
0.0925	0.55068
0.0936	0.55073
0.0949	0.55087
0.0959	0.55091
0.0969	0.55099
0.098	0.55106
0.0991	0.55091
0.1001	0.55081
0.1012	0.55087
0.1023	0.55096
0.1035	0.551
0.1045	0.55101
0.1056	0.55083
0.1067	0.55069
0.1077	0.55064
0.1088	0.55065
0.1099	0.55073
0.111	0.5507
0.1121	0.55066
0.1132	0.55061
0.1143	0.55067
0.1153	0.55068
0.1164	0.55067
0.1175	0.55066
0.1185	0.55058
0.1197	0.55037
0.1207	0.55035
0.1218	0.55042
0.1229	0.5505
0.124	0.55052
0.1251	0.55042
0.1262	0.55026
0.1273	0.55012
0.1283	0.55009
0.1294	0.55011
0.1305	0.55017
0.1316	0.5501
0.1326	0.55009
0.1338	0.5501
0.1349	0.55018
0.1359	0.5502
0.137	0.55028
0.1381	0.55035
0.1392	0.55025
0.1402	0.55023
0.1413	0.55036
0.1424	0.55051
0.1435	0.55056
0.1445	0.55063
0.1457	0.55049
0.1467	0.55035
0.1478	0.55032
0.1489	0.55038
0.15	0.55049
0.1511	0.5505
0.1521	0.5505
0.1532	0.5505
0.1543	0.55059
0.1553	0.55066
0.1565	0.5507
0.1576	0.55072
0.1586	0.55059
0.1597	0.55047
0.1608	0.5504
0.1619	0.55048
0.1629	0.55052
0.164	0.55057
0.1651	0.55046
0.1662	0.55036
0.1673	0.55031
0.1683	0.55036
0.1694	0.55047
0.1706	0.55058
0.1716	0.55066
0.1727	0.55072
0.1738	0.5508
0.1748	0.55091
0.176	0.55093
0.177	0.55097
0.1782	0.55097
0.1792	0.55081
0.1803	0.55064
0.1813	0.55068
0.1825	0.55073
0.1835	0.55072
0.1846	0.55073
0.1857	0.5506
0.1868	0.55043
0.1878	0.55037
0.1889	0.55038
0.1901	0.55049
0.1911	0.55046
0.1921	0.55042
0.1933	0.55036
0.1943	0.55036
0.1954	0.55035
0.1965	0.55032
0.1976	0.55034
0.1986	0.55018
0.1997	0.54999
0.2008	0.54993
0.2019	0.54999
0.203	0.55012
0.2041	0.55016
0.2051	0.55013
0.2062	0.55006
0.2074	0.55009
0.2084	0.55018
0.2095	0.55032
0.2106	0.55045
0.2116	0.55053
0.2127	0.55057
0.2138	0.55062
0.2149	0.55074
0.2159	0.5507
